unique_id,track_id,veh_type,traveled_distance,avg_speed
20181024_d1_0830_0900_792,793,Taxi,98.66,9.86637
20181024_d1_0830_0900_793,794,Taxi,181.09,14.749405
20181024_d1_0830_0900_794,795,Motorcycle,449.93,38.565616
20181024_d1_0830_0900_795,796,Car,481.61,30.417412
20181024_d1_0830_0900_796,797,Motorcycle,230.88,29.89811
20181024_d1_0830_0900_797,798,Medium Vehicle,59.91,11.351623
20181024_d1_0830_0900_798,799,Car,457.56,35.809068
20181024_d1_0830_0900_799,800,Car,471.96,31.580967
20181024_d1_0830_0900_800,801,Car,473.4,30.873697
20181024_d1_0830_0900_801,802,Motorcycle,101.87,10.722929
20181024_d1_0830_0900_802,803,Motorcycle,97.26,10.119253
20181024_d1_0830_0900_803,804,Motorcycle,440.49,43.565146
20181024_d1_0830_0900_804,805,Car,471.18,29.551186
20181024_d1_0830_0900_805,806,Car,466.07,32.020263
20181024_d1_0830_0900_806,807,Taxi,227.21,28.801845
20181024_d1_0830_0900_807,808,Taxi,481.65,31.526361
20181024_d1_0830_0900_808,809,Car,460.63,37.85986
20181024_d1_0830_0900_809,810,Car,60.84,11.407285
20181024_d1_0830_0900_810,811,Car,468.72,20.478174
